url,verdict,risk,details
https://www.dsci.in/sites/default/files/styles/timeline_event_388x260/public/smokescreen-v2.png?itok=FUZZ,SAFE,Low,Static file extension detected (png)
https://www.dsci.in/user/login?current=FUZZ,SAFE,Low,No obvious SQLi behavior detected
https://www.dsci.in/sites/default/files/styles/130_140/public/Whitehats Logo.png?itok=FUZZ,SAFE,Low,Static file extension detected (png)
https://www.dsci.in/member-directory/J?sector_id=FUZZ,SAFE,Low,No obvious SQLi behavior detected
https://www.dsci.in/sites/default/files/styles/thumbnail/public/avtar-singh.png?itok=FUZZ,SAFE,Low,Static file extension detected (png)
https://www.dsci.in/cyber-shikshaa/assets/css/successtories.css?v=FUZZ,SAFE,Low,Static file extension detected (css)
https://www.dsci.in/sites/default/files/styles/thumbnail/public/gail.png?itok=FUZZ,SAFE,Low,Static file extension detected (png)
https://www.dsci.in/events/aiss-2022/js/scripts.js?v=FUZZ,SAFE,Low,Static file extension detected (js)
https://www.dsci.in/sites/default/files/styles/timeline_event_388x260/public/DSCI Best Practices Meet 2018.png?itok=FUZZ,SAFE,Low,Static file extension detected (png)
https://www.dsci.in/sites/default/files/styles/event_small_160x108/public/aiss2017-detail_0.jpg?itok=FUZZ,SAFE,Low,Static file extension detected (jpg)
https://www.dsci.in/sectoral-privacy-project/wp-includes/js/underscore.min.js?ver=FUZZ,SAFE,Low,Static file extension detected (js)
https://ccoe.dsci.in/wp-admin/css/forms.min.css?ver=FUZZ,SAFE,Low,Static file extension detected (css)
https://www.dsci.in/sites/default/files/styles/thumbnail/public/immidart-withtext.png?itok=FUZZ,SAFE,Low,Static file extension detected (png)
https://www.dsci.in/sites/default/files/styles/130_140/public/BEML logo.jpg?itok=FUZZ,SAFE,Low,Static file extension detected (jpg)
https://www.dsci.in/industry-development/assets/fonts/fontawesome-webfont.svg?v=FUZZ,SAFE,Low,Static file extension detected (svg)
https://www.dsci.in/sites/default/files/styles/thumbnail/public/CS Logo New1.png?itok=FUZZ,SAFE,Low,Static file extension detected (png)
https://www.dsci.in/sites/default/files/styles/130_140/public/effe.png?itok=FUZZ,SAFE,Low,Static file extension detected (png)
https://www.dsci.in/sites/default/files/styles/thumbnail/public/BEML logo.jpg?itok=FUZZ,SAFE,Low,Static file extension detected (jpg)
https://www.dsci.in/events/aiss-2022/?linkId=FUZZ,SAFE,Low,No obvious SQLi behavior detected
https://www.dsci.in/sites/default/files/styles/130_140/public/Logo (2)_2.png?itok=FUZZ,SAFE,Low,Static file extension detected (png)
https://www.dsci.in/member-directory/F?page=FUZZ,SAFE,Low,No obvious SQLi behavior detected
https://www.dsci.in/sites/default/files/styles/thumbnail/public/GE digital blue.jpg?itok=FUZZ,SAFE,Low,Static file extension detected (jpg)
https://ccoe.dsci.in/wp-content/themes/ryse/assets/css/radiantthemes-user-custom.css?ver=FUZZ,SAFE,Low,Static file extension detected (css)
https://ccoe.dsci.in/wp-content/plugins/dynamicconditions/Public/js/dynamic-conditions-public.js?ver=FUZZ,SAFE,Low,Static file extension detected (js)
https://www.dsci.in/sites/default/files/styles/thumbnail/public/Vikram-Gidwani.png?itok=FUZZ,SAFE,Low,Static file extension detected (png)
https://ccoe.dsci.in/wp-content/plugins/elementor/assets/lib/eicons/css/elementor-icons.min.css?ver=FUZZ,SAFE,Low,Static file extension detected (css)
https://www.dsci.in/sites/default/files/styles/thumbnail/public/gY9Manisha Singh.jpg?itok=FUZZ,SAFE,Low,Static file extension detected (jpg)
https://www.dsci.in/sites/default/files/styles/thumbnail/public/Cyber_Armour_Logo.png?itok=FUZZ,SAFE,Low,Static file extension detected (png)
https://www.dsci.in/sites/default/files/styles/thumbnail/public/Jaspreet Singh Partner Cyber Security EY.jpg?itok=FUZZ,SAFE,Low,Static file extension detected (jpg)
https://www.dsci.in/industry-development/assets/images/banner/product-home-banner.jpg?v=FUZZ,SAFE,Low,Static file extension detected (jpg)
https://www.dsci.in/blogs/wp-content/themes/ribosome/css/font-awesome-4.7.0/css/font-awesome.min.css?ver=FUZZ,SAFE,Low,Static file extension detected (css)
https://blogs.dsci.in/wp-content/plugins/sidebar-login/assets/css/sidebar-login.css?ver=FUZZ,SAFE,Low,Static file extension detected (css)
https://www.dsci.in/blogs/wp-admin/js/password-strength-meter.min.js?ver=FUZZ,SAFE,Low,Static file extension detected (js)
https://www.dsci.in/sites/default/files/styles/thumbnail/public/bhawna-gulati.png?itok=FUZZ,SAFE,Low,Static file extension detected (png)
https://ccoe.dsci.in/wp-content/themes/ryse/assets/css/radiantthemes-dynamic.css?ver=FUZZ,SAFE,Low,Static file extension detected (css)
https://www.dsci.in/events/best-practices-meet-2020/wp-content/plugins/woocommerce/assets/js/frontend/add-to-cart-variation.minae82.js?ver=FUZZ,SAFE,Low,Static file extension detected (js)
https://www.dsci.in/sites/default/files/styles/130_140/public/NT Logo.png?itok=FUZZ,SAFE,Low,Static file extension detected (png)
https://ccoe.dsci.in/wp-content/plugins/elementor/assets/js/webpack.runtime.min.js?ver=FUZZ,SAFE,Low,Static file extension detected (js)
https://www.dsci.in/events/best-practices-meet-2020/wp-content/plugins/woocommerce/assets/css/woocommerce-layoutae82.css?ver=FUZZ,SAFE,Low,Static file extension detected (css)
https://www.dsci.in/sites/default/files/styles/130_140/public/download.png?itok=FUZZ,SAFE,Low,Static file extension detected (png)
https://www.dsci.in/events/aiss-2022/css/style.css?v=FUZZ,SAFE,Low,Static file extension detected (css)
https://www.dsci.in/sites/default/files/styles/130_140/public/Logo_1.png?itok=FUZZ,SAFE,Low,Static file extension detected (png)
https://www.dsci.in/sites/default/files/styles/timeline_event_388x260/public/event_details_banner_2_1.jpg?itok=FUZZ,SAFE,Low,Static file extension detected (jpg)
https://www.dsci.in/events/best-practices-meet-2020/wp-content/themes/eventalk/assets/js/popper1f22.js?ver=FUZZ,SAFE,Low,Static file extension detected (js)
https://ccoe.dsci.in/wp-content/plugins/elementor/assets/js/frontend.min.js?ver=FUZZ,SAFE,Low,Static file extension detected (js)
https://www.dsci.in/sites/default/files/styles/thumbnail/public/debapriya-basu-roy.jpg?itok=FUZZ,SAFE,Low,Static file extension detected (jpg)
https://www.dsci.in/member-directory/L?sector_id=FUZZ,SAFE,Low,No obvious SQLi behavior detected
http://dscimx01.dsci.in:80/~samachar/index.php/en/cities/31-up-uttarakhand/index.php?option=FUZZ,ERROR,Error,"Failed to connect: HTTPConnectionPool(host='dscimx01.dsci.in', port=80): Max retries exceeded with url: /~samachar/index.php/en/cities/31-up-uttarakhand/index.php?option=FUZZ (Caused by NameResolutionError(""<urllib3.connection.HTTPConnection object at 0x000002398D6EE140>: Failed to resolve 'dscimx01.dsci.in' ([Errno 11001] getaddrinfo failed)""))"
https://block.dsci.in/docs/46fec98a165c852a220ffe391a112704425dec21f2ea88d90104395332be87fc?trk=FUZZ,SAFE,Low,Path is in safe directory: /docs/
https://www.dsci.in/member-directory/B?page=FUZZ,SAFE,Low,No obvious SQLi behavior detected
https://www.dsci.in/sites/default/files/styles/130_140/public/member_logo_noimage.png?itok=FUZZ,SAFE,Low,Static file extension detected (png)
https://ccoe.dsci.in/wp-includes/js/wp-emoji-release.min.js?ver=FUZZ,SAFE,Low,Static file extension detected (js)
https://www.dsci.in/member-directory/R?page=FUZZ,SAFE,Low,No obvious SQLi behavior detected
https://www.dsci.in/sites/default/files/styles/130_140/public/Arridae_logo_2.png?itok=FUZZ,SAFE,Low,Static file extension detected (png)
https://ccoe.dsci.in/wp-content/plugins/elementor-pro/assets/lib/sticky/jquery.sticky.min.js?ver=FUZZ,SAFE,Low,Static file extension detected (js)
https://www.dsci.in/sites/default/files/styles/thumbnail/public/image1 (2).png?itok=FUZZ,SAFE,Low,Static file extension detected (png)
https://www.dsci.in/sites/default/files/styles/timeline_event_388x260/public/Website_CP_Upload12-min.jpg?itok=FUZZ,SAFE,Low,Static file extension detected (jpg)
https://ccoe.dsci.in/wp-content/plugins/radiantthemes-addons/assets/js/testimonial.js?ver=FUZZ,SAFE,Low,Static file extension detected (js)
http://www.dsci.in:80/events?title=FUZZ,SAFE,Low,No obvious SQLi behavior detected
https://www.dsci.in/sites/default/files/styles/timeline_event_388x260/public/Internet-Safety-Campaign-thumb.jpg?itok=FUZZ,SAFE,Low,Static file extension detected (jpg)
http://www.dsci.in:80/events/list/12-11-2012?date=FUZZ,SAFE,Low,No obvious SQLi behavior detected
https://www.dsci.in/sites/default/files/styles/thumbnail/public/allahabad-1.png?itok=FUZZ,SAFE,Low,Static file extension detected (png)
https://www.dsci.in/sites/all/modules/custom/gallery/video-ajax.php?base=FUZZ,SAFE,Low,No obvious SQLi behavior detected
http://www.dsci.in:80/index.php/index.php?format=FUZZ,SAFE,Low,No obvious SQLi behavior detected
https://www.dsci.in/resource/content/india-cyber-threat-report-2025?ref=FUZZ,SAFE,Low,No obvious SQLi behavior detected
https://www.dsci.in/sites/default/files/styles/thumbnail/public/_in-logo.jpg?itok=FUZZ,SAFE,Low,Static file extension detected (jpg)
https://www.dsci.in/events/best-practices-meet-2022/?utm_content=FUZZ,SAFE,Low,No obvious SQLi behavior detected
https://www.dsci.in/sites/default/files/styles/130_140/public/LOGO.png?itok=FUZZ,SAFE,Low,Static file extension detected (png)
https://www.dsci.in/events/finsec-conclave-2018/js/jquery.prettyPhoto659a.js?v=FUZZ,SAFE,Low,Static file extension detected (js)
https://www.dsci.in/sites/default/files/styles/130_140/public/dbaux-logo.png?itok=FUZZ,SAFE,Low,Static file extension detected (png)
https://www.dsci.in/sectoral-privacy-project/wp-content/plugins/js_composer/assets/js/dist/js_composer_front.min.js?ver=FUZZ,SAFE,Low,Static file extension detected (js)
https://www.dsci.in/sites/default/files/styles/130_140/public/Preview_2.jpg?itok=FUZZ,SAFE,Low,Static file extension detected (jpg)
https://www.dsci.in/misc/collapse.js?v=FUZZ,SAFE,Low,Static file extension detected (js)
https://www.dsci.in/sites/default/files/styles/130_140/public/rbl_logo.jpg?itok=FUZZ,SAFE,Low,Static file extension detected (jpg)
https://www.dsci.in/sectoral-privacy-project/wp-content/themes/twentytwentyone/assets/js/responsive-embeds.js?ver=FUZZ,SAFE,Low,Static file extension detected (js)
https://www.dsci.in/sites/default/files/styles/thumbnail/public/default-comp-l.jpg?itok=FUZZ,SAFE,Low,Static file extension detected (jpg)
https://www.dsci.in/sites/default/files/styles/event_small_160x108/public/test-large_17.jpg?itok=FUZZ,SAFE,Low,Static file extension detected (jpg)
https://www.dsci.in/sites/default/files/styles/timeline_event_388x260/public/Seminar-on-Data-Protection_thumb.jpg?itok=FUZZ,SAFE,Low,Static file extension detected (jpg)
https://www.dsci.in/sites/default/files/styles/thumbnail/public/hiral-sharma.jpg?itok=FUZZ,SAFE,Low,Static file extension detected (jpg)
https://www.dsci.in/sites/default/files/styles/thumbnail/public/THDC India Limited.jpg?itok=FUZZ,SAFE,Low,Static file extension detected (jpg)
https://www.dsci.in/sites/default/files/styles/thumbnail/public/sakshi-vidur.jpeg?itok=FUZZ,SAFE,Low,Static file extension detected (jpeg)
https://www.dsci.in/sites/default/files/styles/thumbnail/public/aseem-rastogi.jpg?itok=FUZZ,SAFE,Low,Static file extension detected (jpg)
https://www.dsci.in/events/best-practices-meet-2020/wp-content/plugins/exclusive-team-for-elementor/assets/js/exad-scriptf658.js?ver=FUZZ,SAFE,Low,Static file extension detected (js)
https://www.dsci.in/sites/default/files/styles/130_140/public/CIALFOR_Logo.jpg?itok=FUZZ,SAFE,Low,Static file extension detected (jpg)
https://www.dsci.in/sites/default/files/styles/thumbnail/public/sb-security.png?itok=FUZZ,SAFE,Low,Static file extension detected (png)
https://www.dsci.in/sites/default/files/styles/130_140/public/impiger-technologies--inc-_owler_20160523_130733_original.jpg?itok=FUZZ,SAFE,Low,Static file extension detected (jpg)
https://www.dsci.in/sites/default/files/styles/130_140/public/799px-Nagarro_Logo.png?itok=FUZZ,SAFE,Low,Static file extension detected (png)
https://www.dsci.in/sites/default/files/styles/130_140/public/DCT_Logo.png?itok=FUZZ,SAFE,Low,Static file extension detected (png)
https://www.dsci.in/sites/default/files/styles/thumbnail/public/DSCI-Assessment-Framework_new.jpg?itok=FUZZ,SAFE,Low,Static file extension detected (jpg)
https://www.dsci.in/sites/default/files/styles/thumbnail/public/CAX_complete_500x500px.png?itok=FUZZ,SAFE,Low,Static file extension detected (png)
https://www.dsci.in/sites/default/files/styles/image_gallery_107x105/public/Manju_Sood.png?itok=FUZZ,SAFE,Low,Static file extension detected (png)
https://www.dsci.in/member-directory/X?page=FUZZ,SAFE,Low,No obvious SQLi behavior detected
https://www.dsci.in/sites/default/files/styles/thumbnail/public/swift-india.png?itok=FUZZ,SAFE,Low,Static file extension detected (png)
https://www.dsci.in/digital-payment-abhiyan/fonts/fontawesome-webfont.woff?v=FUZZ,SAFE,Low,Static file extension detected (woff)
https://www.dsci.in/blogs/wp-content/themes/ribosome/js/ribosome-scripts-functions.js?ver=FUZZ,SAFE,Low,Static file extension detected (js)
https://www.dsci.in/sites/default/files/styles/thumbnail/public/shivakumar-sriraman.jpg?itok=FUZZ,SAFE,Low,Static file extension detected (jpg)
https://www.dsci.in/cyber-shikshaa/assets/js/custom-script.js?v=FUZZ,SAFE,Low,Static file extension detected (js)
https://www.dsci.in/sectoral-privacy-project/wp-content/plugins/ninja-forms/assets/css/display-opinions-light.css?ver=FUZZ,SAFE,Low,Static file extension detected (css)
https://www.dsci.in/sites/default/files/styles/130_140/public/logo-for-site_0.png?itok=FUZZ,SAFE,Low,Static file extension detected (png)
https://www.dsci.in/sites/default/files/styles/thumbnail/public/lic-l.png?itok=FUZZ,SAFE,Low,Static file extension detected (png)
https://www.dsci.in/sites/default/files/styles/130_140/public/Logo Black-0101 - Copy (2).png?itok=FUZZ,SAFE,Low,Static file extension detected (png)
https://www.dsci.in/sectoral-privacy-project/wp-content/themes/twentytwentyone/style.css?ver=FUZZ,SAFE,Low,Static file extension detected (css)
https://www.dsci.in/sites/default/files/styles/latest_event_780x535/public/804-x-551_0.jpg?itok=FUZZ,SAFE,Low,Static file extension detected (jpg)
https://www.dsci.in/event/aiss-2023/css/style.css?v=FUZZ,SAFE,Low,Static file extension detected (css)
https://www.dsci.in/sites/default/files/styles/130_140/public/Amigo.png?itok=FUZZ,SAFE,Low,Static file extension detected (png)
https://www.dsci.in/sites/default/files/styles/130_140/public/DSCI Logo White- FC_6.png?itok=FUZZ,SAFE,Low,Static file extension detected (png)
http://www.dsci.in:80/index.php/index.php?option=FUZZ,SAFE,Low,No obvious SQLi behavior detected
https://www.dsci.in/sites/default/files/styles/130_140/public/sense1612107578_0.png?itok=FUZZ,SAFE,Low,Static file extension detected (png)
https://www.dsci.in/sites/default/files/styles/thumbnail/public/Atul-Tripathi.jpeg?itok=FUZZ,SAFE,Low,Static file extension detected (jpeg)
http://webmail.dsci.in:80/index.php/hi/index.php/hi/2014-08-28-11-38-16/33-2014-08-28-08-47-33/उत्तर-प्रदेश-उत्तराखंड/index.php?option=FUZZ,ERROR,Error,"Failed to connect: HTTPConnectionPool(host='webmail.dsci.in', port=80): Max retries exceeded with url: /index.php/hi/index.php/hi/2014-08-28-11-38-16/33-2014-08-28-08-47-33/%E0%A4%89%E0%A4%A4%E0%A5%8D%E0%A4%A4%E0%A4%B0-%E0%A4%AA%E0%A5%8D%E0%A4%B0%E0%A4%A6%E0%A5%87%E0%A4%B6-%E0%A4%89%E0%A4%A4%E0%A5%8D%E0%A4%A4%E0%A4%B0%E0%A4%BE%E0%A4%96%E0%A4%82%E0%A4%A1/index.php?option=FUZZ (Caused by NameResolutionError(""<urllib3.connection.HTTPConnection object at 0x000002398D6EF350>: Failed to resolve 'webmail.dsci.in' ([Errno 11001] getaddrinfo failed)""))"
https://www.dsci.in/sites/default/files/styles/thumbnail/public/jeyandran-venugopal.jpeg?itok=FUZZ,SAFE,Low,Static file extension detected (jpeg)
https://www.dsci.in/sites/default/files/styles/timeline_event_388x260/public/Best-Practices-thumb.png?itok=FUZZ,SAFE,Low,Static file extension detected (png)
https://www.dsci.in/sites/default/files/styles/thumbnail/public/Kaushik Saha.JPG?itok=FUZZ,SAFE,Low,Static file extension detected (jpg)
https://ccoe.dsci.in/wp-admin/js/password-strength-meter.min.js?ver=FUZZ,SAFE,Low,Static file extension detected (js)
https://www.dsci.in/sites/default/files/styles/timeline_event_388x260/public/Webinar Banner.jpg?itok=FUZZ,SAFE,Low,Static file extension detected (jpg)
https://www.dsci.in/sites/default/files/styles/130_140/public/IL & FS Logo 1 jpg.jpg?itok=FUZZ,SAFE,Low,Static file extension detected (jpg)
https://www.dsci.in/sites/default/files/styles/130_140/public/ATCS logo_with new tagline.jpg?itok=FUZZ,SAFE,Low,Static file extension detected (jpg)
https://www.dsci.in/sites/default/files/styles/thumbnail/public/paytm.png?itok=FUZZ,SAFE,Low,Static file extension detected (png)
https://www.dsci.in/member-directory/D?page=FUZZ,SAFE,Low,No obvious SQLi behavior detected
https://www.dsci.in/sites/default/files/styles/thumbnail/public/pvs-murthy_0.jpg?itok=FUZZ,SAFE,Low,Static file extension detected (jpg)
https://www.dsci.in/sites/default/files/styles/130_140/public/bank-of-maharashtra_new logo.jpg?itok=FUZZ,SAFE,Low,Static file extension detected (jpg)
https://www.dsci.in/sites/default/files/styles/thumbnail/public/WhatsApp Image 2017-12-07 at 14.34.28 (1).jpeg?itok=FUZZ,SAFE,Low,Static file extension detected (jpeg)
https://www.dsci.in/sites/default/files/styles/thumbnail/public/Neeraj-S-Chauhan.jpeg?itok=FUZZ,SAFE,Low,Static file extension detected (jpeg)
https://www.dsci.in/events/best-practices-meet-2020/wp-content/uploads/elementor/css/post-5017607.css?ver=FUZZ,SAFE,Low,Static file extension detected (css)
https://www.dsci.in/sites/default/files/styles/130_140/public/Akamai-Logo-Orange-Tagline.jpg?itok=FUZZ,SAFE,Low,Static file extension detected (jpg)
https://www.dsci.in/sites/default/files/styles/timeline_event_388x260/public/IW2019_Web Banner_970x450_0-1-min.jpg?itok=FUZZ,SAFE,Low,Static file extension detected (jpg)
https://www.dsci.in/misc/progress.js?v=FUZZ,SAFE,Low,Static file extension detected (js)
https://www.dsci.in/events/aiss-2022/?hss_channel=FUZZ,SAFE,Low,No obvious SQLi behavior detected
https://www.dsci.in/sites/default/files/styles/130_140/public/ongc.png?itok=FUZZ,SAFE,Low,Static file extension detected (png)
https://www.dsci.in/digital-payment-suraksha/assets/fonts/fontawesome-webfont.ttf?v=FUZZ,SAFE,Low,Static file extension detected (ttf)
https://www.dsci.in/sites/default/files/styles/130_140/public/Tech Bridge_highResolution_1.jpg?itok=FUZZ,SAFE,Low,Static file extension detected (jpg)
https://www.dsci.in/sites/default/files/styles/timeline_event_388x260/public/finsec21_v1.jpg?itok=FUZZ,SAFE,Low,Static file extension detected (jpg)
https://www.dsci.in/cbt/Security_Champion/?token=FUZZ,SAFE,Low,No obvious SQLi behavior detected
https://ccoe.dsci.in/events?page=FUZZ,SAFE,Low,No obvious SQLi behavior detected
https://www.dsci.in/sites/default/files/styles/130_140/public/Analysabl Logo - June 2021_0.png?itok=FUZZ,SAFE,Low,Static file extension detected (png)
https://www.dsci.in/sites/default/files/styles/thumbnail/public/Sangeeta Gupta.jpg?itok=FUZZ,SAFE,Low,Static file extension detected (jpg)
https://www.dsci.in/events/best-practices-meet-2020/wp-includes/js/imagesloaded.mineda1.js?ver=FUZZ,SAFE,Low,Static file extension detected (js)
https://www.dsci.in/member-directory/K?sector_id=FUZZ,SAFE,Low,No obvious SQLi behavior detected
https://www.dsci.in/sites/default/files/styles/thumbnail/public/Srinivas.JPG?itok=FUZZ,SAFE,Low,Static file extension detected (jpg)
https://www.dsci.in/sites/default/files/styles/timeline_event_388x260/public/RSA190017_MediaBarter_Banners_gen_a_970x450.jpg?itok=FUZZ,SAFE,Low,Static file extension detected (jpg)
https://www.dsci.in/events/best-practices-meet-2020/wp-content/plugins/woocommerce/assets/css/photoswipe/photoswipe.minae82.css?ver=FUZZ,SAFE,Low,Static file extension detected (css)
https://www.dsci.in/sites/default/files/styles/thumbnail/public/61Kcharu chadha.jpg?itok=FUZZ,SAFE,Low,Static file extension detected (jpg)
https://www.dsci.in/sites/default/files/styles/130_140/public/mcx.png?itok=FUZZ,SAFE,Low,Static file extension detected (png)
https://www.dsci.in/events/best-practices-meet-2022/js/scripts.js?v=FUZZ,SAFE,Low,Static file extension detected (js)
https://www.dsci.in/sites/default/files/styles/thumbnail/public/Ravikiran.JPG?itok=FUZZ,SAFE,Low,Static file extension detected (jpg)
https://www.dsci.in/sites/default/files/styles/thumbnail/public/Logo.jpg?itok=FUZZ,SAFE,Low,Static file extension detected (jpg)
https://www.dsci.in/sites/default/files/styles/timeline_event_388x260/public/ARVR_v1.png?itok=FUZZ,SAFE,Low,Static file extension detected (png)
https://blogs.dsci.in/wp-content/plugins/easy-twitter-feed-widget/easy-twitter-feed-widget.css?ver=FUZZ,SAFE,Low,Static file extension detected (css)
https://block.dsci.in/docs/a29d58eb930255c85b4729e27d02a9a2fe9325026f1d4c25afd5ef9c346ac898?trk=FUZZ,SAFE,Low,Path is in safe directory: /docs/
https://www.dsci.in/backend/api/v1/events?_format=FUZZ,SAFE,Low,No obvious SQLi behavior detected
https://ccoe.dsci.in/wp-includes/js/imagesloaded.min.js?ver=FUZZ,SAFE,Low,Static file extension detected (js)
https://www.dsci.in/sites/default/files/styles/130_140/public/sb-security.png?itok=FUZZ,SAFE,Low,Static file extension detected (png)
https://www.dsci.in/member-directory/I?page=FUZZ,SAFE,Low,No obvious SQLi behavior detected
https://www.dsci.in/sectoral-privacy-project/wp-includes/css/dashicons.min.css?ver=FUZZ,SAFE,Low,Static file extension detected (css)
https://www.dsci.in/sectoral-privacy-project/wp-includes/js/jquery/jquery-migrate.min.js?ver=FUZZ,SAFE,Low,Static file extension detected (js)
https://www.dsci.in/member-directory/X?sector_id=FUZZ,SAFE,Low,No obvious SQLi behavior detected
http://www.dsci.in:80/user/login?destination=FUZZ,SAFE,Low,No obvious SQLi behavior detected
https://www.dsci.in/sites/default/files/styles/130_140/public/Airtel-Payment-Bank-new logo.png?itok=FUZZ,SAFE,Low,Static file extension detected (png)
https://www.dsci.in/events/best-practices-meet-2020/wp-includes/js/jquery/jquery.minaf6c.js?ver=FUZZ,SAFE,Low,Static file extension detected (js)
https://www.dsci.in/sites/default/files/styles/timeline_event_388x260/public/Virtual Panel Discussion on Next-Gen SOC Monitoring.png?itok=FUZZ,SAFE,Low,Static file extension detected (png)
https://www.dsci.in/dpd-quiz/wp-includes/js/dist/vendor/regenerator-runtime.min.js?ver=FUZZ,SAFE,Low,Static file extension detected (js)
https://www.dsci.in/sites/default/files/styles/130_140/public/Capture_3.JPG?itok=FUZZ,SAFE,Low,Static file extension detected (jpg)
https://www.dsci.in/sites/default/files/styles/thumbnail/public/Namita Jain.jpg?itok=FUZZ,SAFE,Low,Static file extension detected (jpg)
https://www.dsci.in/sites/default/files/styles/thumbnail/public/Security-Consideration-in.jpg?itok=FUZZ,SAFE,Low,Static file extension detected (jpg)
https://www.dsci.in/backend/api/menu_items/dsci-login?format=FUZZ,SAFE,Low,No obvious SQLi behavior detected
https://www.dsci.in/dpd-quiz/wp-includes/css/classic-themes.min.css?ver=FUZZ,SAFE,Low,Static file extension detected (css)
https://www.dsci.in/sites/default/files/styles/130_140/public/Xceedance-Horizontal-JPG.jpg?itok=FUZZ,SAFE,Low,Static file extension detected (jpg)
https://www.dsci.in/events/best-practices-meet-2020/wp-content/plugins/contact-form-7/includes/css/styles38c6.css?ver=FUZZ,SAFE,Low,Static file extension detected (css)
https://ccoe.dsci.in/wp-content/themes/ryse/assets/js/jquery.onePageNav.min.js?ver=FUZZ,SAFE,Low,Static file extension detected (js)
https://www.dsci.in/sites/default/files/styles/130_140/public/Omega Logo.jpg?itok=FUZZ,SAFE,Low,Static file extension detected (jpg)
https://www.dsci.in/events/best-practices-meet-2020/wp-content/plugins/elementskit/widgets/init/assets/css/vendorsc2d0.css?ver=FUZZ,SAFE,Low,Static file extension detected (css)
https://www.dsci.in/sites/default/files/styles/thumbnail/public/aarti-lamba.jpg?itok=FUZZ,SAFE,Low,Static file extension detected (jpg)
https://event-assets.dsci.in/bpm/assets/js/plugins/plugin-custom.js?v=FUZZ,SAFE,Low,Static file extension detected (js)
https://www.dsci.in/sites/default/files/styles/130_140/public/arrka-l.png?itok=FUZZ,SAFE,Low,Static file extension detected (png)
https://www.dsci.in/sites/default/files/styles/thumbnail/public/prasanto-roy--fti-consulting-.jpg?itok=FUZZ,SAFE,Low,Static file extension detected (jpg)
https://www.dsci.in/sites/default/files/styles/130_140/public/DMI FINANCE LOGO 261x132-01.png?itok=FUZZ,SAFE,Low,Static file extension detected (png)
https://www.dsci.in/sites/default/files/styles/thumbnail/public/paypal-logo.png?itok=FUZZ,SAFE,Low,Static file extension detected (png)
https://www.dsci.in/sites/default/files/styles/thumbnail/public/Data-Security-Council-of-India-(DSCI)--Recommendations-of-JWG.jpg?itok=FUZZ,SAFE,Low,Static file extension detected (jpg)
https://www.dsci.in/sites/default/files/styles/130_140/public/1_2.jpg?itok=FUZZ,SAFE,Low,Static file extension detected (jpg)
https://www.dsci.in/sites/default/files/styles/timeline_event_388x260/public/UCCH_Hyderabad_10aug2018_970x450.png?itok=FUZZ,SAFE,Low,Static file extension detected (png)
https://www.dsci.in/sites/default/files/styles/thumbnail/public/0tZFloyd DCosta.jpg?itok=FUZZ,SAFE,Low,Static file extension detected (jpg)
https://www.dsci.in/events/best-practices-meet-2020/wp-content/plugins/elementskit/widgets/mail-chimp/assets/js/mail-chimp5152.js?ver=FUZZ,SAFE,Low,Static file extension detected (js)
http://dscimx01.dsci.in:80/~samachar/~samachar/index.php/hi/gallery?catid=FUZZ,ERROR,Error,"Failed to connect: HTTPConnectionPool(host='dscimx01.dsci.in', port=80): Max retries exceeded with url: /~samachar/~samachar/index.php/hi/gallery?catid=FUZZ (Caused by NameResolutionError(""<urllib3.connection.HTTPConnection object at 0x000002398D6EE030>: Failed to resolve 'dscimx01.dsci.in' ([Errno 11001] getaddrinfo failed)""))"
https://www.dsci.in/sites/default/files/styles/timeline_event_388x260/public/12th-Cybercrime-Awareness-Workshop-thumb.jpg?itok=FUZZ,SAFE,Low,Static file extension detected (jpg)
https://www.dsci.in/sectoral-privacy-project/wp-includes/js/wp-embed.min.js?ver=FUZZ,SAFE,Low,Static file extension detected (js)
https://www.dsci.in/events/best-practices-meet-2020/wp-content/plugins/ultimate-elementor/assets/min-css/uael-frontend.mine52d.css?ver=FUZZ,SAFE,Low,Static file extension detected (css)
https://www.dsci.in/sites/default/files/styles/130_140/public/ican logo.jpg?itok=FUZZ,SAFE,Low,Static file extension detected (jpg)
https://ccoe.dsci.in/wp-includes/js/jquery/jquery-migrate.min.js?ver=FUZZ,SAFE,Low,Static file extension detected (js)
https://www.dsci.in/blogs/wp-content/themes/ribosome/style.css?ver=FUZZ,SAFE,Low,Static file extension detected (css)
https://www.dsci.in/sites/default/files/styles/thumbnail/public/dummy_logo_2.png?itok=FUZZ,SAFE,Low,Static file extension detected (png)
http://www.dsci.in:80/events/past?loc=FUZZ,SAFE,Low,No obvious SQLi behavior detected
https://www.dsci.in/sites/default/files/styles/130_140/public/Banner & Logo 261x132.jpg?itok=FUZZ,SAFE,Low,Static file extension detected (jpg)
https://www.dsci.in/sites/default/files/styles/130_140/public/logo-full-sm.jpg?itok=FUZZ,SAFE,Low,Static file extension detected (jpg)
https://www.dsci.in/events/best-practices-meet-2020/wp-content/plugins/elementor-pro/assets/js/frontend.min76ed.js?ver=FUZZ,SAFE,Low,Static file extension detected (js)
https://www.dsci.in/sites/default/files/styles/130_140/public/BEL.jpg?itok=FUZZ,SAFE,Low,Static file extension detected (jpg)
